structure,position,species,date,size,cleaning,survival,SGR
Tree 093,2_3_4,Acropora verweyi,2018/12/01,3,2,100,0.013326
Tree 093,2_3_5,Acropora verweyi,2018/12/01,2,2,100,0.011498
Tree 093,3_1_1,Pocillopora verucosa,2018/12/01,3,2,100,0.015290
Tree 093,3_1_2,Pocillopora verucosa,2018/12/01,2,2,100,0.017719
Tree 093,3_1_3,Pocillopora verucosa,2018/12/01,3,2,100,0.009182
Tree 093,3_1_4,Pocillopora verucosa,2018/12/01,1,2,100,0.011142
Tree 093,3_1_5,Pocillopora verucosa,2018/12/01,1,2,100,0.014204
Tree 093,3_2_1,Pocillopora verucosa,2018/12/01,2,2,100,0.020034
Tree 093,3_2_2,Pocillopora verucosa,2018/12/01,3,2,100,0.009135
Tree 093,3_2_3,Pocillopora verucosa,2018/12/01,1,2,100,0.021614
Tree 093,3_2_4,Pocillopora verucosa,2018/12/01,1,2,100,0.014898
Tree 093,3_2_5,Pocillopora verucosa,2018/12/01,1,2,100,0.019524
Tree 093,3_3_1,Pocillopora verucosa,2018/12/01,2,2,100,0.018059
Tree 093,3_3_2,Pocillopora verucosa,2018/12/01,2,2,100,0.009352
Tree 093,3_3_3,Pocillopora verucosa,2018/12/01,3,2,100,0.013996
Tree 093,3_3_4,Pocillopora verucosa,2018/12/01,3,2,100,0.012067
Tree 093,3_3_5,Pocillopora verucosa,2018/12/01,2,2,100,0.011121
Tree 093,4_1_1,Acropora formosa,2018/12/01,3,2,100,0.011233
Tree 093,4_1_2,Acropora formosa,2018/12/01,1,2,100,0.025535
Tree 093,4_1_3,Acropora formosa,2018/12/01,1,2,100,0.013738
Tree 093,4_1_4,Acropora formosa,2018/12/01,3,2,100,0.013242
Tree 093,4_1_5,Acropora formosa,2018/12/01,2,2,70,0.005528
Tree 093,4_2_1,Acropora formosa,2018/12/01,3,2,100,0.017691
Tree 093,4_2_3,Acropora formosa,2018/12/01,2,2,90,0.006443
Tree 093,4_2_5,Acropora formosa,2018/12/01,3,2,100,0.015053
Tree 093,4_3_1,Acropora formosa,2018/12/01,2,2,100,0.010905
Tree 093,4_3_2,Acropora formosa,2018/12/01,2,2,100,0.009265
Tree 093,4_3_3,Acropora formosa,2018/12/01,3,2,100,0.016664
Tree 093,4_3_5,Acropora formosa,2018/12/01,2,2,100,0.020361
Tree 094,1_1_1,Acropora verweyi,2018/12/01,2,3,100,0.015010
Tree 094,1_1_2,Acropora verweyi,2018/12/01,3,3,100,0.007487
Tree 094,1_1_4,Acropora verweyi,2018/12/01,2,3,100,0.010412
Tree 094,1_1_5,Acropora verweyi,2018/12/01,3,3,90,0.004801
Tree 094,1_2_1,Acropora verweyi,2018/12/01,3,3,100,0.015767
Tree 094,1_2_2,Acropora verweyi,2018/12/01,2,3,80,0.019032
Tree 094,1_2_3,Acropora verweyi,2018/12/01,1,3,90,0.000975
Tree 094,1_2_4,Acropora verweyi,2018/12/01,1,3,90,-0.005159
Tree 094,1_3_1,Acropora verweyi,2018/12/01,3,3,90,0.013503
Tree 094,1_3_2,Acropora verweyi,2018/12/01,3,3,100,0.007455
Tree 094,1_3_3,Acropora verweyi,2018/12/01,2,3,90,0.009652
Tree 094,1_3_4,Acropora verweyi,2018/12/01,2,3,100,0.000883
Tree 094,2_1_1,Pocillopora verucosa,2018/12/01,3,3,100,0.006017
Tree 094,2_1_2,Pocillopora verucosa,2018/12/01,2,3,100,0.012836
Tree 094,2_1_3,Pocillopora verucosa,2018/12/01,3,3,100,0.010514
Tree 094,2_1_4,Pocillopora verucosa,2018/12/01,1,3,90,0.004898
Tree 094,2_1_5,Pocillopora verucosa,2018/12/01,1,3,100,0.011870
Tree 094,2_2_1,Pocillopora verucosa,2018/12/01,2,3,100,0.014245
Tree 094,2_2_2,Pocillopora verucosa,2018/12/01,3,3,100,0.005594
Tree 094,2_2_3,Pocillopora verucosa,2018/12/01,1,3,100,0.007650
Tree 094,2_2_4,Pocillopora verucosa,2018/12/01,3,3,100,0.010354
Tree 094,2_2_5,Pocillopora verucosa,2018/12/01,2,3,90,0.014015
Tree 094,2_3_1,Pocillopora verucosa,2018/12/01,2,3,100,0.015390
Tree 094,2_3_2,Pocillopora verucosa,2018/12/01,1,3,100,0.004346
Tree 094,2_3_3,Pocillopora verucosa,2018/12/01,3,3,100,0.008552
Tree 094,2_3_4,Pocillopora verucosa,2018/12/01,2,3,100,0.020731
Tree 094,2_3_5,Pocillopora verucosa,2018/12/01,1,3,90,0.011574
Tree 094,3_1_1,Porites cylindrica,2018/12/01,2,3,90,0.003382
Tree 094,3_1_2,Porites cylindrica,2018/12/01,1,3,100,0.004830
Tree 094,3_1_3,Porites cylindrica,2018/12/01,2,3,100,0.009014
Tree 094,3_1_4,Porites cylindrica,2018/12/01,1,3,90,0.009382
Tree 094,3_1_5,Porites cylindrica,2018/12/01,1,3,90,0.005390
Tree 094,3_2_1,Porites cylindrica,2018/12/01,2,3,100,0.015992
Tree 094,3_2_2,Porites cylindrica,2018/12/01,3,3,100,0.004478
Tree 094,3_2_3,Porites cylindrica,2018/12/01,3,3,90,0.006147
Tree 094,3_2_4,Porites cylindrica,2018/12/01,1,3,70,-0.010723
Tree 094,3_2_5,Porites cylindrica,2018/12/01,2,3,90,0.010641
Tree 094,3_3_1,Porites cylindrica,2018/12/01,3,3,100,0.007392
Tree 094,3_3_2,Porites cylindrica,2018/12/01,2,3,90,0.011368
Tree 094,3_3_3,Porites cylindrica,2018/12/01,3,3,100,0.001679
Tree 094,3_3_4,Porites cylindrica,2018/12/01,3,3,90,0.008209
Tree 094,3_3_5,Porites cylindrica,2018/12/01,1,3,100,0.004457
Tree 094,4_1_1,Acropora formosa,2018/12/01,1,3,100,0.007689
Tree 094,4_1_2,Acropora formosa,2018/12/01,2,3,90,0.010014
Tree 094,4_1_3,Acropora formosa,2018/12/01,3,3,80,0.015209
Tree 094,4_1_4,Acropora formosa,2018/12/01,3,3,100,0.017310
Tree 094,4_1_5,Acropora formosa,2018/12/01,3,3,100,0.013518
Tree 094,4_2_1,Acropora formosa,2018/12/01,1,3,100,0.002721
Tree 094,4_2_2,Acropora formosa,2018/12/01,2,3,100,0.008368
Tree 094,4_2_3,Acropora formosa,2018/12/01,2,3,100,0.009848
Tree 094,4_2_4,Acropora formosa,2018/12/01,3,3,100,0.012876
Tree 094,4_2_5,Acropora formosa,2018/12/01,1,3,100,0.010379
Tree 094,4_3_1,Acropora formosa,2018/12/01,2,3,100,0.018369
Tree 094,4_3_2,Acropora formosa,2018/12/01,1,3,100,0.012122
Tree 094,4_3_3,Acropora formosa,2018/12/01,3,3,100,0.010571
Tree 094,4_3_4,Acropora formosa,2018/12/01,1,3,100,0.017500
Tree 094,4_3_5,Acropora formosa,2018/12/01,2,3,90,0.007651
Tree 095,1_1_2,Acropora verweyi,2018/12/01,2,1,100,0.003268
Tree 095,1_1_3,Acropora verweyi,2018/12/01,1,1,100,0.004827
Tree 095,1_1_4,Acropora verweyi,2018/12/01,2,1,100,0.006189
Tree 095,1_1_5,Acropora verweyi,2018/12/01,1,1,100,0.005657
Tree 095,1_2_1,Acropora verweyi,2018/12/01,3,1,100,0.008469
Tree 095,1_2_2,Acropora verweyi,2018/12/01,3,1,100,0.000290
Tree 095,1_2_3,Acropora verweyi,2018/12/01,3,1,100,0.006135
Tree 095,1_2_4,Acropora verweyi,2018/12/01,1,1,100,0.002468
Tree 095,1_2_5,Acropora verweyi,2018/12/01,3,1,100,0.007076
Tree 095,1_3_1,Acropora verweyi,2018/12/01,2,1,100,0.006191
Tree 095,1_3_2,Acropora verweyi,2018/12/01,1,1,100,0.005795
Tree 095,1_3_3,Acropora verweyi,2018/12/01,2,1,100,0.010075
Tree 095,1_3_4,Acropora verweyi,2018/12/01,3,1,100,0.008247
Tree 095,1_3_5,Acropora verweyi,2018/12/01,1,1,100,0.004168
Tree 095,2_1_1,Porites cylindrica,2018/12/01,1,1,100,0.001814
Tree 095,2_1_2,Porites cylindrica,2018/12/01,2,1,100,0.010515
Tree 095,2_1_3,Porites cylindrica,2018/12/01,1,1,100,0.012075
Tree 095,2_1_4,Porites cylindrica,2018/12/01,3,1,100,0.006618
Tree 095,2_1_5,Porites cylindrica,2018/12/01,2,1,100,0.004224
Tree 095,2_2_1,Porites cylindrica,2018/12/01,1,1,100,0.010709
Tree 095,2_2_2,Porites cylindrica,2018/12/01,3,1,100,0.001810
Tree 095,2_2_3,Porites cylindrica,2018/12/01,2,1,100,0.004657
Tree 095,2_2_4,Porites cylindrica,2018/12/01,3,1,100,0.008737
Tree 095,2_2_5,Porites cylindrica,2018/12/01,1,1,100,0.021690
Tree 095,2_3_2,Porites cylindrica,2018/12/01,2,1,100,0.001777
Tree 095,2_3_3,Porites cylindrica,2018/12/01,2,1,100,0.004945
Tree 095,2_3_4,Porites cylindrica,2018/12/01,3,1,100,0.013594
Tree 095,2_3_5,Porites cylindrica,2018/12/01,1,1,90,-0.002231
Tree 095,3_1_1,Acropora formosa,2018/12/01,2,1,100,0.012048
Tree 095,3_1_2,Acropora formosa,2018/12/01,3,1,100,0.011947
Tree 095,3_1_3,Acropora formosa,2018/12/01,1,1,100,0.012161
Tree 095,3_1_4,Acropora formosa,2018/12/01,1,1,100,0.016446
Tree 095,3_1_5,Acropora formosa,2018/12/01,1,1,100,0.009851
Tree 095,3_2_1,Acropora formosa,2018/12/01,2,1,100,0.006030
Tree 095,3_2_2,Acropora formosa,2018/12/01,3,1,100,0.010919
Tree 095,3_2_3,Acropora formosa,2018/12/01,2,1,100,0.007101
Tree 095,3_2_4,Acropora formosa,2018/12/01,3,1,100,0.003276
Tree 095,3_2_5,Acropora formosa,2018/12/01,2,1,100,0.003805
Tree 095,3_3_1,Acropora formosa,2018/12/01,3,1,100,0.008721
Tree 095,3_3_2,Acropora formosa,2018/12/01,3,1,100,0.007352
Tree 095,3_3_3,Acropora formosa,2018/12/01,1,1,100,0.009966
Tree 095,3_3_4,Acropora formosa,2018/12/01,2,1,100,0.003933
Tree 095,3_3_5,Acropora formosa,2018/12/01,1,1,100,0.006579
Tree 095,4_1_1,Pocillopora verucosa,2018/12/01,3,1,100,0.005903
Tree 095,4_1_2,Pocillopora verucosa,2018/12/01,1,1,100,0.000000
Tree 095,4_1_3,Pocillopora verucosa,2018/12/01,1,1,100,0.009504
Tree 095,4_1_4,Pocillopora verucosa,2018/12/01,2,1,100,0.007881
Tree 095,4_1_5,Pocillopora verucosa,2018/12/01,3,1,100,0.007133
Tree 095,4_2_1,Pocillopora verucosa,2018/12/01,1,1,100,0.000475
Tree 095,4_2_2,Pocillopora verucosa,2018/12/01,2,1,100,0.017475
Tree 095,4_2_3,Pocillopora verucosa,2018/12/01,3,1,100,0.007265
Tree 095,4_2_4,Pocillopora verucosa,2018/12/01,1,1,100,0.017517
Tree 095,4_2_5,Pocillopora verucosa,2018/12/01,2,1,100,0.007984
Tree 095,4_3_1,Pocillopora verucosa,2018/12/01,2,1,100,0.012661
Tree 095,4_3_2,Pocillopora verucosa,2018/12/01,3,1,100,0.007171
Tree 095,4_3_3,Pocillopora verucosa,2018/12/01,3,1,100,0.004302
Tree 095,4_3_4,Pocillopora verucosa,2018/12/01,2,1,100,0.005178
Tree 097,1_1_1,Pocillopora verucosa,2018/12/01,3,4,100,0.010381
Tree 097,1_1_2,Pocillopora verucosa,2018/12/01,1,4,100,0.003834
Tree 097,1_1_3,Pocillopora verucosa,2018/12/01,3,4,100,0.005095
Tree 097,1_1_4,Pocillopora verucosa,2018/12/01,1,4,80,-0.000460
Tree 097,1_1_5,Pocillopora verucosa,2018/12/01,3,4,100,0.012044
Tree 097,1_2_1,Pocillopora verucosa,2018/12/01,2,4,100,0.012964
Tree 097,1_2_2,Pocillopora verucosa,2018/12/01,2,4,100,0.008641
Tree 097,1_2_3,Pocillopora verucosa,2018/12/01,1,4,100,0.010460
Tree 097,1_2_4,Pocillopora verucosa,2018/12/01,2,4,100,0.016165
Tree 097,1_2_5,Pocillopora verucosa,2018/12/01,1,4,100,0.014745
Tree 097,1_3_1,Pocillopora verucosa,2018/12/01,3,4,100,0.013127
Tree 097,1_3_2,Pocillopora verucosa,2018/12/01,1,4,100,0.011076
Tree 097,1_3_3,Pocillopora verucosa,2018/12/01,2,4,100,0.004759
Tree 097,1_3_4,Pocillopora verucosa,2018/12/01,3,4,100,0.005292
Tree 097,1_3_5,Pocillopora verucosa,2018/12/01,2,4,100,0.014981
Tree 097,2_1_1,Acropora verweyi,2018/12/01,1,4,90,0.004146
Tree 097,2_1_2,Acropora verweyi,2018/12/01,2,4,100,0.010260
Tree 097,2_1_3,Acropora verweyi,2018/12/01,3,4,100,0.005295
Tree 097,2_1_4,Acropora verweyi,2018/12/01,1,4,100,0.012871
Tree 097,2_1_5,Acropora verweyi,2018/12/01,3,4,100,0.004254
Tree 097,2_2_1,Acropora verweyi,2018/12/01,1,4,100,0.010863
Tree 097,2_2_2,Acropora verweyi,2018/12/01,3,4,70,0.002124
Tree 097,2_2_3,Acropora verweyi,2018/12/01,3,4,100,0.000673
Tree 097,2_2_4,Acropora verweyi,2018/12/01,2,4,80,0.007662
Tree 097,2_2_5,Acropora verweyi,2018/12/01,1,4,90,0.006847
Tree 097,2_3_1,Acropora verweyi,2018/12/01,2,4,90,0.010499
Tree 097,2_3_2,Acropora verweyi,2018/12/01,3,4,90,0.008150
Tree 097,2_3_3,Acropora verweyi,2018/12/01,2,4,100,0.005398
Tree 097,2_3_4,Acropora verweyi,2018/12/01,1,4,100,0.006283
Tree 097,2_3_5,Acropora verweyi,2018/12/01,2,4,90,0.013358
Tree 097,3_1_1,Porites cylindrica,2018/12/01,3,4,100,0.010983
Tree 097,3_1_2,Porites cylindrica,2018/12/01,1,4,90,0.011286
Tree 097,3_1_5,Porites cylindrica,2018/12/01,1,4,10,-0.035186
Tree 097,3_2_1,Porites cylindrica,2018/12/01,2,4,100,0.017443
Tree 097,3_2_2,Porites cylindrica,2018/12/01,1,4,100,0.003888
Tree 097,3_2_3,Porites cylindrica,2018/12/01,1,4,40,-0.001657
Tree 097,3_2_5,Porites cylindrica,2018/12/01,2,4,30,-0.005373
Tree 097,3_3_1,Porites cylindrica,2018/12/01,2,4,100,0.007755
Tree 097,3_3_2,Porites cylindrica,2018/12/01,3,4,100,-0.001213
Tree 097,3_3_3,Porites cylindrica,2018/12/01,2,4,100,0.013414
Tree 097,3_3_4,Porites cylindrica,2018/12/01,3,4,50,-0.006718
Tree 097,4_1_1,Acropora formosa,2018/12/01,3,4,100,0.011529
Tree 097,4_1_2,Acropora formosa,2018/12/01,1,4,100,0.015537
Tree 097,4_1_3,Acropora formosa,2018/12/01,2,4,100,0.014045
Tree 097,4_1_4,Acropora formosa,2018/12/01,3,4,90,0.009396
Tree 097,4_1_5,Acropora formosa,2018/12/01,3,4,100,0.001685
Tree 097,4_2_1,Acropora formosa,2018/12/01,3,4,90,0.013126
Tree 097,4_2_2,Acropora formosa,2018/12/01,2,4,100,0.020346
Tree 097,4_2_3,Acropora formosa,2018/12/01,2,4,100,0.008026
Tree 097,4_2_4,Acropora formosa,2018/12/01,1,4,100,0.014789
Tree 097,4_2_5,Acropora formosa,2018/12/01,3,4,100,0.012957
Tree 097,4_3_3,Acropora formosa,2018/12/01,1,4,100,0.018791
Tree 097,4_3_4,Acropora formosa,2018/12/01,2,4,100,0.011488
Tree 097,4_3_5,Acropora formosa,2018/12/01,2,4,100,0.014913
Tree 098,1_1_1,Porites cylindrica,2018/12/01,3,3,90,-0.001176
Tree 098,1_1_2,Porites cylindrica,2018/12/01,3,3,20,-0.028549
Tree 098,1_1_3,Porites cylindrica,2018/12/01,2,3,100,0.001839
Tree 098,1_1_4,Porites cylindrica,2018/12/01,3,3,60,-0.025505
Tree 098,1_2_1,Porites cylindrica,2018/12/01,1,3,100,-0.002444
Tree 098,1_2_3,Porites cylindrica,2018/12/01,2,3,90,0.009729
Tree 098,1_2_4,Porites cylindrica,2018/12/01,2,3,80,0.008144
Tree 098,1_2_5,Porites cylindrica,2018/12/01,1,3,60,-0.010580
Tree 098,1_3_1,Porites cylindrica,2018/12/01,2,3,20,-0.024980
Tree 098,1_3_2,Porites cylindrica,2018/12/01,3,3,30,-0.007220
Tree 098,1_3_3,Porites cylindrica,2018/12/01,1,3,100,0.012427
Tree 098,1_3_4,Porites cylindrica,2018/12/01,2,3,90,0.010226
Tree 098,1_3_5,Porites cylindrica,2018/12/01,1,3,70,-0.004828
Tree 098,2_1_1,Acropora formosa,2018/12/01,3,3,100,0.011153
Tree 098,2_1_2,Acropora formosa,2018/12/01,1,3,100,0.010729
Tree 098,2_1_3,Acropora formosa,2018/12/01,1,3,100,0.008127
Tree 098,2_1_4,Acropora formosa,2018/12/01,1,3,100,0.013576
Tree 098,2_1_5,Acropora formosa,2018/12/01,2,3,100,0.017596
Tree 098,2_2_1,Acropora formosa,2018/12/01,3,3,100,0.019438
Tree 098,2_2_2,Acropora formosa,2018/12/01,2,3,100,0.012887
Tree 098,2_2_3,Acropora formosa,2018/12/01,3,3,90,0.013404
Tree 098,2_2_4,Acropora formosa,2018/12/01,2,3,100,0.012701
Tree 098,2_2_5,Acropora formosa,2018/12/01,3,3,100,0.011352
Tree 098,2_3_1,Acropora formosa,2018/12/01,1,3,90,0.001964
Tree 098,2_3_2,Acropora formosa,2018/12/01,2,3,100,0.008980
Tree 098,2_3_3,Acropora formosa,2018/12/01,1,3,70,-0.002035
Tree 098,2_3_4,Acropora formosa,2018/12/01,2,3,90,0.008245
Tree 098,2_3_5,Acropora formosa,2018/12/01,3,3,100,0.010568
Tree 098,3_1_1,Pocillopora verucosa,2018/12/01,1,3,100,0.003103
Tree 098,3_1_2,Pocillopora verucosa,2018/12/01,2,3,100,0.010034
Tree 098,3_1_3,Pocillopora verucosa,2018/12/01,3,3,100,0.008212
Tree 098,3_1_4,Pocillopora verucosa,2018/12/01,2,3,100,0.015009
Tree 098,3_1_5,Pocillopora verucosa,2018/12/01,3,3,100,0.010768
Tree 098,3_2_1,Pocillopora verucosa,2018/12/01,3,3,100,0.008414
Tree 098,3_2_2,Pocillopora verucosa,2018/12/01,2,3,100,0.011388
Tree 098,3_2_3,Pocillopora verucosa,2018/12/01,1,3,90,0.000720
Tree 098,3_2_4,Pocillopora verucosa,2018/12/01,1,3,100,0.003651
Tree 098,3_2_5,Pocillopora verucosa,2018/12/01,2,3,100,0.019106
Tree 098,3_3_1,Pocillopora verucosa,2018/12/01,1,3,100,0.003264
Tree 098,3_3_2,Pocillopora verucosa,2018/12/01,3,3,100,0.007962
Tree 098,3_3_3,Pocillopora verucosa,2018/12/01,1,3,100,-0.001070
Tree 098,3_3_4,Pocillopora verucosa,2018/12/01,2,3,80,0.005123
Tree 098,3_3_5,Pocillopora verucosa,2018/12/01,3,3,100,0.013026
Tree 098,4_1_1,Acropora verweyi,2018/12/01,1,3,90,0.003163
Tree 098,4_1_2,Acropora verweyi,2018/12/01,2,3,80,0.009941
Tree 098,4_1_3,Acropora verweyi,2018/12/01,3,3,100,0.011358
Tree 098,4_1_4,Acropora verweyi,2018/12/01,1,3,80,0.001173
Tree 098,4_1_5,Acropora verweyi,2018/12/01,2,3,100,0.010414
Tree 098,4_2_1,Acropora verweyi,2018/12/01,1,3,90,0.004911
Tree 098,4_2_2,Acropora verweyi,2018/12/01,2,3,80,0.008511
Tree 098,4_2_3,Acropora verweyi,2018/12/01,3,3,100,0.005676
Tree 098,4_2_4,Acropora verweyi,2018/12/01,3,3,100,0.009415
Tree 098,4_2_5,Acropora verweyi,2018/12/01,2,3,60,-0.002951
Tree 098,4_3_1,Acropora verweyi,2018/12/01,2,3,100,0.009238
Tree 098,4_3_2,Acropora verweyi,2018/12/01,3,3,90,0.009090
Tree 098,4_3_3,Acropora verweyi,2018/12/01,3,3,100,0.008064
Tree 098,4_3_4,Acropora verweyi,2018/12/01,1,3,70,0.004943
Tree 098,4_3_5,Acropora verweyi,2018/12/01,1,3,90,0.010011
Tree 099,1_1_1,Pocillopora verucosa,2018/12/01,1,3,100,0.000000
Tree 099,1_1_2,Pocillopora verucosa,2018/12/01,1,3,100,0.009676
Tree 099,1_1_3,Pocillopora verucosa,2018/12/01,3,3,100,0.002349
Tree 099,1_1_4,Pocillopora verucosa,2018/12/01,3,3,100,0.005491
Tree 099,1_1_5,Pocillopora verucosa,2018/12/01,3,3,100,0.006476
Tree 099,1_2_1,Pocillopora verucosa,2018/12/01,2,3,100,0.005953
Tree 099,1_2_2,Pocillopora verucosa,2018/12/01,3,3,100,0.007485
Tree 099,1_2_3,Pocillopora verucosa,2018/12/01,1,3,80,0.007787
Tree 099,1_2_4,Pocillopora verucosa,2018/12/01,2,3,100,0.015860
Tree 099,1_2_5,Pocillopora verucosa,2018/12/01,1,3,100,0.003292
Tree 099,1_3_1,Pocillopora verucosa,2018/12/01,2,3,100,0.013534
Tree 099,1_3_2,Pocillopora verucosa,2018/12/01,3,3,90,0.009059
Tree 099,1_3_3,Pocillopora verucosa,2018/12/01,2,3,100,0.008685
Tree 099,1_3_4,Pocillopora verucosa,2018/12/01,1,3,100,0.010509
Tree 099,1_3_5,Pocillopora verucosa,2018/12/01,2,3,90,0.008307
Tree 099,2_1_1,Acropora formosa,2018/12/01,3,3,100,0.015540
Tree 099,2_1_2,Acropora formosa,2018/12/01,1,3,100,0.022063
Tree 099,2_1_3,Acropora formosa,2018/12/01,2,3,100,0.017873
Tree 099,2_1_4,Acropora formosa,2018/12/01,3,3,100,0.008778
Tree 099,2_1_5,Acropora formosa,2018/12/01,1,3,100,0.011483
Tree 099,2_2_1,Acropora formosa,2018/12/01,2,3,100,0.009170
Tree 099,2_2_2,Acropora formosa,2018/12/01,3,3,90,0.017938
Tree 099,2_2_3,Acropora formosa,2018/12/01,1,3,100,0.007722
Tree 099,2_2_4,Acropora formosa,2018/12/01,2,3,100,0.021306
Tree 099,2_2_5,Acropora formosa,2018/12/01,2,3,100,0.022004
Tree 099,2_3_1,Acropora formosa,2018/12/01,3,3,100,0.013386
Tree 099,2_3_2,Acropora formosa,2018/12/01,2,3,100,0.017786
Tree 099,2_3_3,Acropora formosa,2018/12/01,1,3,100,0.012821
Tree 099,2_3_4,Acropora formosa,2018/12/01,1,3,100,0.015778
Tree 099,2_3_5,Acropora formosa,2018/12/01,3,3,100,0.008265
Tree 099,3_1_1,Porites cylindrica,2018/12/01,3,3,90,-0.003911
Tree 099,3_1_2,Porites cylindrica,2018/12/01,2,3,100,0.003445
Tree 099,3_1_3,Porites cylindrica,2018/12/01,1,3,90,0.014012
Tree 099,3_1_4,Porites cylindrica,2018/12/01,3,3,80,0.003813
Tree 099,3_1_5,Porites cylindrica,2018/12/01,3,3,80,-0.000534
Tree 099,3_2_1,Porites cylindrica,2018/12/01,3,3,90,0.002841
Tree 099,3_2_2,Porites cylindrica,2018/12/01,1,3,100,0.002962
Tree 099,3_2_3,Porites cylindrica,2018/12/01,3,3,90,0.000188
Tree 099,3_2_4,Porites cylindrica,2018/12/01,2,3,100,0.010598
Tree 099,3_2_5,Porites cylindrica,2018/12/01,1,3,100,0.013389
Tree 099,3_3_1,Porites cylindrica,2018/12/01,1,3,100,0.009214
Tree 099,3_3_2,Porites cylindrica,2018/12/01,1,3,100,0.016782
Tree 099,3_3_4,Porites cylindrica,2018/12/01,2,3,100,0.011426
Tree 099,3_3_5,Porites cylindrica,2018/12/01,2,3,90,0.003701
Tree 099,4_1_1,Acropora verweyi,2018/12/01,2,3,100,0.011440
Tree 099,4_1_2,Acropora verweyi,2018/12/01,2,3,100,0.011408
Tree 099,4_1_3,Acropora verweyi,2018/12/01,1,3,100,0.003355
Tree 099,4_1_4,Acropora verweyi,2018/12/01,3,3,100,0.013252
Tree 099,4_1_5,Acropora verweyi,2018/12/01,1,3,70,-0.009801
Tree 099,4_2_1,Acropora verweyi,2018/12/01,2,3,100,0.007257
Tree 099,4_2_2,Acropora verweyi,2018/12/01,3,3,90,0.006926
Tree 099,4_2_3,Acropora verweyi,2018/12/01,3,3,100,0.015632
Tree 099,4_2_4,Acropora verweyi,2018/12/01,1,3,100,0.010232
Tree 099,4_2_5,Acropora verweyi,2018/12/01,2,3,100,0.016865
Tree 099,4_3_1,Acropora verweyi,2018/12/01,1,3,80,0.001623
Tree 099,4_3_2,Acropora verweyi,2018/12/01,3,3,100,0.009286
Tree 099,4_3_3,Acropora verweyi,2018/12/01,1,3,60,-0.013111
Tree 099,4_3_4,Acropora verweyi,2018/12/01,2,3,90,0.006308
Tree 099,4_3_5,Acropora verweyi,2018/12/01,3,3,90,0.012719
Tree 079,1_1_1,Pocillopora verucosa,2019/02/01,2,1,100,0.012891
Tree 079,1_1_2,Pocillopora verucosa,2019/02/01,3,1,100,0.006754
Tree 079,1_1_3,Pocillopora verucosa,2019/02/01,1,1,100,0.025092
Tree 079,1_1_4,Pocillopora verucosa,2019/02/01,2,1,100,0.014330
Tree 079,1_2_1,Pocillopora verucosa,2019/02/01,3,1,100,0.008543
Tree 079,1_2_2,Pocillopora verucosa,2019/02/01,2,1,100,0.014947
Tree 079,1_2_4,Pocillopora verucosa,2019/02/01,2,1,100,0.007296
Tree 079,1_2_5,Pocillopora verucosa,2019/02/01,1,1,100,0.021996
Tree 079,1_3_1,Pocillopora verucosa,2019/02/01,3,1,100,0.008305
Tree 079,1_3_2,Pocillopora verucosa,2019/02/01,2,1,100,0.014505
Tree 079,1_3_3,Pocillopora verucosa,2019/02/01,3,1,100,0.004921
Tree 079,1_3_5,Pocillopora verucosa,2019/02/01,1,1,100,0.021449
Tree 079,2_1_1,Acropora verweyi,2019/02/01,2,1,100,0.002389
Tree 079,2_1_2,Acropora verweyi,2019/02/01,1,1,20,-0.031036
Tree 079,2_1_3,Acropora verweyi,2019/02/01,3,1,100,0.014180
Tree 079,2_1_4,Acropora verweyi,2019/02/01,1,1,100,0.004779
Tree 079,2_1_5,Acropora verweyi,2019/02/01,2,1,100,0.005632
Tree 079,2_2_1,Acropora verweyi,2019/02/01,3,1,100,0.011018
Tree 079,2_2_3,Acropora verweyi,2019/02/01,3,1,100,0.008123
Tree 079,2_2_4,Acropora verweyi,2019/02/01,1,1,40,-0.008642
Tree 079,2_2_5,Acropora verweyi,2019/02/01,3,1,100,0.002328
Tree 079,2_3_1,Acropora verweyi,2019/02/01,3,1,100,0.009833
Tree 079,2_3_2,Acropora verweyi,2019/02/01,1,1,100,0.012915
Tree 079,2_3_3,Acropora verweyi,2019/02/01,2,1,100,0.013660
Tree 079,2_3_4,Acropora verweyi,2019/02/01,2,1,100,0.007937
Tree 079,2_3_5,Acropora verweyi,2019/02/01,1,1,80,0.009367
Tree 079,3_1_1,Acropora formosa,2019/02/01,3,1,100,0.014442
Tree 079,3_1_2,Acropora formosa,2019/02/01,1,1,100,0.015568
Tree 079,3_1_3,Acropora formosa,2019/02/01,1,1,100,0.011094
Tree 079,3_1_4,Acropora formosa,2019/02/01,2,1,100,0.011641
Tree 079,3_1_5,Acropora formosa,2019/02/01,3,1,100,0.013368
Tree 079,3_2_2,Acropora formosa,2019/02/01,3,1,100,0.011360
Tree 079,3_2_3,Acropora formosa,2019/02/01,2,1,100,0.010325
Tree 079,3_2_4,Acropora formosa,2019/02/01,3,1,100,0.016904
Tree 079,3_2_5,Acropora formosa,2019/02/01,1,1,90,0.013374
Tree 079,3_3_1,Acropora formosa,2019/02/01,2,1,100,0.012175
Tree 079,3_3_2,Acropora formosa,2019/02/01,2,1,100,0.022639
Tree 079,3_3_3,Acropora formosa,2019/02/01,1,1,100,0.013819
Tree 079,3_3_4,Acropora formosa,2019/02/01,1,1,100,0.009405
Tree 079,3_3_5,Acropora formosa,2019/02/01,3,1,100,0.012489
Tree 079,4_1_1,Porites cylindrica,2019/02/01,2,1,80,-0.001241
